N,nominal_load,actual_load,P,generator,corr,cue_noise,deltaF_int,deltaF_cum,retrieval_degradation,failure_probability_increase,corr_final_overlap_mean,uncorr_final_overlap_mean,corr_success_mean,uncorr_success_mean,corr_spearman_cost_error,uncorr_spearman_cost_error
128,0.1,0.1015625,13,mixture,0.25,0.1,4.185912594834029e-05,0.0005001981776080466,0.015572916666666603,0.03500000000000003,0.9790885416666667,0.9946614583333333,0.9516666666666667,0.9866666666666667,0.3748058062576954,0.29873175316472517
128,0.1,0.1015625,13,mixture,0.25,0.15,4.185912594834029e-05,0.0005001981776080466,0.024791666666666767,0.046666666666666634,0.9708854166666666,0.9956770833333334,0.9416666666666667,0.9883333333333333,0.39307443638200995,0.2494417898349739
128,0.1,0.1015625,13,mixture,0.25,0.2,4.185912594834029e-05,0.0005001981776080466,0.03966145833333323,0.08499999999999996,0.9409895833333334,0.9806510416666666,0.8616666666666667,0.9466666666666667,0.36911202628492107,0.266448065833565
128,0.1,0.1015625,13,mixture,0.35,0.05,0.0001742154580444133,0.0020801311149030166,0.09361979166666667,0.21166666666666667,0.9011197916666667,0.9947395833333333,0.775,0.9866666666666667,0.5741562683948598,0.25556218535143277
128,0.1,0.1015625,13,mixture,0.35,0.1,0.0001742154580444133,0.0020801311149030166,0.10739583333333336,0.2433333333333333,0.884375,0.9917708333333334,0.7366666666666667,0.98,0.5833171766565104,0.36112038224914866
128,0.1,0.1015625,13,mixture,0.35,0.15,0.0001742154580444133,0.0020801311149030166,0.13955729166666664,0.31666666666666665,0.8560677083333333,0.995625,0.6716666666666666,0.9883333333333333,0.5573667068343552,0.27625485801304084
128,0.1,0.1015625,13,mixture,0.35,0.2,0.0001742154580444133,0.0020801311149030166,0.13872395833333329,0.30999999999999994,0.841796875,0.9805208333333333,0.6416666666666667,0.9516666666666667,0.4826086857641976,0.26284146357554317
128,0.1,0.1015625,13,mixture,0.45,0.05,0.00101725179811063,0.012049366468317002,0.3588541666666666,0.7083333333333334,0.6365625,0.9954166666666666,0.285,0.9933333333333333,0.18826813915336302,0.2600605457482263
128,0.1,0.1015625,13,mixture,0.45,0.1,0.00101725179811063,0.012049366468317002,0.35619791666666667,0.7333333333333334,0.63703125,0.9932291666666667,0.25666666666666665,0.99,0.22951138007066263,0.29084368751266254
128,0.1,0.1015625,13,mixture,0.45,0.15,0.00101725179811063,0.012049366468317002,0.3756250000000001,0.7366666666666667,0.6124739583333333,0.9880989583333334,0.23666666666666666,0.9733333333333334,0.1380025576353569,0.28155060708241186
