N,nominal_load,actual_load,P,generator,corr,condition,mean_pair_overlap_abs_mean,mean_pair_overlap_abs_sem,n_realizations,mean_q2_mean,mean_q2_sem,mean_cost_int_mean,mean_cost_int_sem,mean_cost_cum_mean,mean_cost_cum_sem
128,0.05,0.046875,6,latent,0.35,correlated,0.13560416666666666,0.003493785227837276,50,0.000893283497504495,7.13651827406449e-05,1.0008925270241182,7.126450561576207e-05,1.0044476750890245,0.0003543378389046459
128,0.05,0.046875,6,latent,0.35,uncorrelated,0.07095833333333332,0.0018979229905358474,50,0.00012977255642011284,2.272638602353445e-05,1.0001297224069639,2.2696012064393237e-05,1.0006476200956995,0.00011288180872282401
128,0.05,0.046875,6,latent,0.45,correlated,0.2038125,0.005147399511033748,50,0.0030194518123411247,0.0002106458021284448,1.0030123081394295,0.00020978330658779625,1.0149228533631922,0.0010323497983162015
128,0.05,0.046875,6,latent,0.45,uncorrelated,0.07241666666666666,0.0021406321120179123,50,0.0001318563418376837,1.7791283714402032e-05,1.0001318264039898,1.77811626666402e-05,1.0006585360626554,8.870468191414567e-05
128,0.05,0.046875,6,mixture,0.15,correlated,0.07197916666666666,0.0020352116651859197,50,0.0001224926277977556,1.5873844127249964e-05,1.0001224643584956,1.5861198298422654e-05,1.0006117599249829,7.9055574169501e-05
128,0.05,0.046875,6,mixture,0.15,uncorrelated,0.07077083333333332,0.001922906970185088,50,0.00013316439914129826,1.7774853748453623e-05,1.0001331335475367,1.7765653650339432e-05,1.0006650533944934,8.864536779932084e-05
128,0.05,0.046875,6,mixture,0.25,correlated,0.07522916666666667,0.0024285221896268943,50,0.00015987821819393638,1.945643311345924e-05,1.000159837596775,1.944695898604005e-05,1.000798378944246,9.704632503967294e-05
128,0.05,0.046875,6,mixture,0.25,uncorrelated,0.07185416666666666,0.001796961110280189,50,0.00011680266329282659,1.7966250547809534e-05,1.000116779520141,1.7956636175386163e-05,1.0005834368349433,8.959218294962273e-05
128,0.05,0.046875,6,mixture,0.35,correlated,0.08989583333333333,0.0024339798117328135,50,0.0003136235100595201,2.790470778238706e-05,1.0003135019659897,2.7883378545584056e-05,1.0015650932081082,0.00013899400473047735
128,0.05,0.046875,6,mixture,0.35,uncorrelated,0.06960416666666666,0.0017360887186764523,50,0.00011013764996279994,1.0883319480464332e-05,1.0001101227490268,1.0880158216708238e-05,1.0005503164066805,5.433776550117512e-05
128,0.05,0.046875,6,mixture,0.45,correlated,0.11683333333333332,0.00286648398603182,50,0.0010486686442122883,9.914260503739649e-05,1.0010472778173973,9.88864103507193e-05,1.0052091278681639,0.0004894502601436226
128,0.05,0.046875,6,mixture,0.45,uncorrelated,0.06820833333333333,0.0018390449064121447,50,0.00011178573919647839,1.3345109326946107e-05,1.0001117647559647,1.333931353012388e-05,1.000558405619759,6.658120480160834e-05
128,0.1,0.1015625,13,block,0.15,correlated,0.07146634615384614,0.0009247844558870244,50,0.00014433137039351,9.821062205242281e-06,1.0001443076213616,9.816446708668901e-06,1.0017285815812533,0.00011719726894256244
